clip,window,n_frames,activity_index,distribution_uniformity,piling_score,feed_visit_rate,distress_index
771_jpg.rf.3fecbd20f05a8ea09ec21953e5c8ad5f.jpg,938,1,0.0000,0.6934,0.1667,0.4167,0.5333
772_jpg.rf.dccb4bb2a565975dfb3c56049bde1e4c.jpg,939,1,0.0000,0.6934,0.0000,0.1667,0.5000
774_jpg.rf.80aa596bfe776e30985326ef7c76316a.jpg,940,1,0.0000,0.6290,0.3333,0.1667,0.5667
775_jpg.rf.62beb586dfc559d1ea54bdb4cb39c255.jpg,941,1,0.0000,0.6934,0.5833,0.0000,0.6167
777_jpg.rf.1a0506ae3f18d79bdba65ea619489d88.jpg,942,1,0.0000,0.6612,0.3333,0.0833,0.5667
77_jpg.rf.0eac1b9b7b4ef43ed9d10a0a1e749dc6.jpg,943,1,0.0000,0.5967,0.0000,0.0833,0.5000
780_jpg.rf.2619b085173fba6d1650bfd1dfc5e3aa.jpg,944,1,0.0000,0.6612,0.1667,0.2500,0.5333
781_jpg.rf.db66d290d61401c3d05a005313ca424f.jpg,945,1,0.0000,0.6290,0.4167,0.0833,0.5833
782_jpg.rf.bb24c662898e39032f6224e23b342040.jpg,946,1,0.0000,0.5988,0.0909,0.2727,0.5182
783_jpg.rf.029e16daab9ff3f11767a65a6a109304.jpg,947,1,0.0000,0.6340,0.1818,0.0000,0.5364
784_jpg.rf.b84862cb9ffdda809f3e43d5bab1a9a2.jpg,948,1,0.0000,0.6290,0.2500,0.0833,0.5500
786_jpg.rf.7296f8140a0b5cf9514134182ab5effd.jpg,949,1,0.0000,0.6612,0.1667,0.2500,0.5333
789_jpg.rf.55db7f51a5271cbc8fa74a92f13685ed.jpg,950,1,0.0000,0.6612,0.1667,0.0000,0.5333
78_jpg.rf.c53814f80eeb51d9485c6105e9aead9f.jpg,951,1,0.0000,0.6290,0.0000,0.0000,0.5000
790_jpg.rf.be8110e6d678dd3455c6c550bfff68d9.jpg,952,1,0.0000,0.6612,0.4167,0.2500,0.5833
791_jpg.rf.1151540c30881df41a3c38684da16280.jpg,953,1,0.0000,0.6612,0.4167,0.0833,0.5833
792_jpg.rf.1bd41eba67e1d6bc43d8ab99482b07c8.jpg,954,1,0.0000,0.6934,0.4167,0.0000,0.5833
793_jpg.rf.cacb5f6083b09eccfa09df68241e0309.jpg,955,1,0.0000,0.6612,0.0000,0.0000,0.5000
794_jpg.rf.3a6d4a1c5466302f4f2e4883f14a7d0e.jpg,956,1,0.0000,0.6934,0.2500,0.3333,0.5500
795_jpg.rf.02f0618f0633e65389ffcfdba22016c2.jpg,957,1,0.0000,0.6612,0.0833,0.0833,0.5167
798_jpg.rf.9661e519f7280a0c6e61b2e4cd414554.jpg,958,1,0.0000,0.6934,0.4167,0.0000,0.5833
799_jpg.rf.3e3d1c64919f88e18a1885f29de4e5d1.jpg,959,1,0.0000,0.6612,0.3333,0.2500,0.5667
7_jpg.rf.33e1584ba58198b3e211e2269fc4473e.jpg,960,1,0.0000,0.5645,0.4167,0.0833,0.5833
800_jpg.rf.7f90a267094f8336e993578c058f3de9.jpg,961,1,0.0000,0.6934,0.2500,0.2500,0.5500
801_jpg.rf.645adbda5553e9d072cc292be0e32d03.jpg,962,1,0.0000,0.6934,0.1667,0.0833,0.5333
803_jpg.rf.33133b68c7dae9259afa3ff6aff4abbe.jpg,963,1,0.0000,0.6934,0.0833,0.3333,0.5167
805_jpg.rf.314f52a77f7c2c6fce954165cf97ca3a.jpg,964,1,0.0000,0.6934,0.4167,0.3333,0.5833
806_jpg.rf.ef9c1579870f32886c0e7e9529f2141c.jpg,965,1,0.0000,0.6691,0.0909,0.1818,0.5182
807_jpg.rf.8bda429da524a513b11ceb162e490532.jpg,966,1,0.0000,0.6934,0.0000,0.2500,0.5000
808_jpg.rf.ff8c9dfddbefc7402354f800fd0f6593.jpg,967,1,0.0000,0.6612,0.2500,0.5000,0.5500
809_jpg.rf.cf667c51560c6aaf8d7574ff9fb788fa.jpg,968,1,0.0000,0.6934,0.2500,0.2500,0.5500
80_jpg.rf.ee1a857fb2df81d014d8dd05dadc9d69.jpg,969,1,0.0000,0.6290,0.0833,0.4167,0.5167
811_jpg.rf.ca151112aa37c21643486a9652114452.jpg,970,1,0.0000,0.6934,0.0833,0.3333,0.5167
812_jpg.rf.6ae97100338eea0c1d7cb5e3c390c06a.jpg,971,1,0.0000,0.6340,0.0000,0.4545,0.5000
813_jpg.rf.174d54cd4dbe79c9031e3e7f9f6ff909.jpg,972,1,0.0000,0.6934,0.1667,0.1667,0.5333
814_jpg.rf.4ed3c1630b0e2cdeb7cd7608a9503108.jpg,973,1,0.0000,0.6934,0.5833,0.2500,0.6167
815_jpg.rf.69b9d96d7c57c73e5fafb5275ddf7448.jpg,974,1,0.0000,0.6934,0.0000,0.3333,0.5000
817_jpg.rf.d51c4bdc914d5837d44a4dbc646170f3.jpg,975,1,0.0000,0.6934,0.0000,0.2500,0.5000
818_jpg.rf.3dc63e875f779c83356fcc2b6b596d43.jpg,976,1,0.0000,0.6612,0.2500,0.2500,0.5500
819_jpg.rf.e05e2ededd235755d8fe329ba784348a.jpg,977,1,0.0000,0.6934,0.2500,0.2500,0.5500
81_jpg.rf.6ca92ce6b81f02abee168f9d81338105.jpg,978,1,0.0000,0.6290,0.0000,0.4167,0.5000
821_jpg.rf.f977cc8d952f39d5d2e409e2082587f7.jpg,979,1,0.0000,0.6612,0.0833,0.0000,0.5167
823_jpg.rf.ee98fd9327c97af0052f875e594ef14f.jpg,980,1,0.0000,0.6934,0.0833,0.5000,0.5167
828_jpg.rf.416322c81ab6083dacd7b699201d5dc5.jpg,981,1,0.0000,0.6290,0.4167,0.4167,0.5833
830_jpg.rf.1194953dad4eba397195455fe638cc77.jpg,982,1,0.0000,0.6934,0.0000,0.4167,0.5000
831_jpg.rf.5bc3986c2312bddab9f0cf5e6eda33a9.jpg,983,1,0.0000,0.6934,0.1667,0.3333,0.5333
832_jpg.rf.759492dd5b732046a6740afd3f1d136a.jpg,984,1,0.0000,0.6612,0.2500,0.0833,0.5500
836_jpg.rf.4c1918f6e8820630f1154f066a0f6d5b.jpg,985,1,0.0000,0.6290,0.5833,0.2500,0.6167
837_jpg.rf.0ba2f97908cf6f3ede8800ae3450068f.jpg,986,1,0.0000,0.6612,0.3333,0.3333,0.5667
838_jpg.rf.4076cc1ab47f2d8089802f7f4c99b946.jpg,987,1,0.0000,0.6934,0.2500,0.1667,0.5500
839_jpg.rf.96bffecdcd0bb7f54999b4f2d3ed56ce.jpg,988,1,0.0000,0.6934,0.0833,0.3333,0.5167
83_jpg.rf.fd1a3a18c1bb8333f94c432d8e1c37c0.jpg,989,1,0.0000,0.5322,0.0000,0.3333,0.5000
840_jpg.rf.5a47e0669f653e010d52581400279995.jpg,990,1,0.0000,0.6934,0.0833,0.1667,0.5167
843_jpg.rf.1bc900d25c5f609a8a605ec72fc0d1a2.jpg,991,1,0.0000,0.6934,0.1667,0.0000,0.5333
844_jpg.rf.52f8c88a3b8244e5ab958bfb1fc05cd7.jpg,992,1,0.0000,0.6612,0.3333,0.2500,0.5667
848_jpg.rf.5a63f6ac50e66741cd30ab3457daea9d.jpg,993,1,0.0000,0.6612,0.5000,0.1667,0.6000
849_jpg.rf.dff3be21a7f4d74a617afd86d6903b86.jpg,994,1,0.0000,0.6934,0.0833,0.3333,0.5167
850_jpg.rf.f1146635c2c7185ea975bd6b8e018745.jpg,995,1,0.0000,0.6934,0.1667,0.2500,0.5333
851_jpg.rf.e8ece6e5f832ccf19fea6a83b008dbd6.jpg,996,1,0.0000,0.6934,0.2500,0.3333,0.5500
852_jpg.rf.dd085b2184e452e6a708df5550447036.jpg,997,1,0.0000,0.6934,0.5000,0.4167,0.6000
853_jpg.rf.8f1564715f0f7909a967584d78015ddc.jpg,998,1,0.0000,0.6934,0.5833,0.3333,0.6167
857_jpg.rf.6cdf47f86ec9df60c830e0903f71b519.jpg,999,1,0.0000,0.6934,0.1667,0.2500,0.5333
858_jpg.rf.247e119aa822a76ef1347d2919e9590a.jpg,1000,1,0.0000,0.6934,0.0833,0.2500,0.5167
859_jpg.rf.8c51d8ecfb3478c0fd80b53ebb8b24ab.jpg,1001,1,0.0000,0.6290,0.0833,0.0000,0.5167
85_jpg.rf.c4cc6422d3c5ac8380ed01e008093762.jpg,1002,1,0.0000,0.6340,0.0000,0.0909,0.5000
860_jpg.rf.81d6862922a905d7f71580d4940326ed.jpg,1003,1,0.0000,0.6934,0.4167,0.1667,0.5833
861_jpg.rf.a69e14699d05175434369e57ce543452.jpg,1004,1,0.0000,0.6612,0.3333,0.2500,0.5667
862_jpg.rf.d80ab851308ed0b0801aa3065718c2a0.jpg,1005,1,0.0000,0.6934,0.3333,0.0833,0.5667
863_jpg.rf.bc8a90cdd9c0a9fb53e77507fe430cf4.jpg,1006,1,0.0000,0.6934,0.0833,0.3333,0.5167
864_jpg.rf.860f5eada7df90f5e581fe17b160765a.jpg,1007,1,0.0000,0.6934,0.3333,0.8333,0.5667
865_jpg.rf.a19f42520d2d309676b84bb261033440.jpg,1008,1,0.0000,0.6290,0.4167,0.5833,0.5833
866_jpg.rf.a10fc38e52260e4b86f75ea7d44d89d2.jpg,1009,1,0.0000,0.6612,0.3333,0.5833,0.5667
867_jpg.rf.c7988d6edebf8ee05e93e5fc83f243f0.jpg,1010,1,0.0000,0.6612,0.3333,0.4167,0.5667
869_jpg.rf.b9e2aa96597e4322b143076291c565ea.jpg,1011,1,0.0000,0.6934,0.4167,0.4167,0.5833
86_jpg.rf.b601fd182baaa41de66f07500e7ac178.jpg,1012,1,0.0000,0.6934,0.0000,0.0833,0.5000
870_jpg.rf.471381b6cb7758473a30639ba2be3361.jpg,1013,1,0.0000,0.6612,0.2500,0.2500,0.5500
871_jpg.rf.7fcef16e696b29816619cbb67c4c8d96.jpg,1014,1,0.0000,0.6612,0.5000,0.3333,0.6000
872_jpg.rf.dde3ce85a717c3a25c61d9382e2cd2cf.jpg,1015,1,0.0000,0.6691,0.0000,0.3636,0.5000
873_jpg.rf.65ef24cac995f7b89d65901b7e4b93e5.jpg,1016,1,0.0000,0.6934,0.3333,0.4167,0.5667
874_jpg.rf.9dca14d5882694f344446266455f4b65.jpg,1017,1,0.0000,0.6290,0.5000,0.1667,0.6000
875_jpg.rf.7be1f2a32f8742d9f5fa4742a5e4dea1.jpg,1018,1,0.0000,0.6934,0.1667,0.5000,0.5333
876_jpg.rf.87e5451aa56524caaf9231c2e75e48de.jpg,1019,1,0.0000,0.6612,0.0000,0.5833,0.5000
877_jpg.rf.01ae2a8c0c27b6c03e3d4ca64d8052d8.jpg,1020,1,0.0000,0.6612,0.0000,0.1667,0.5000
878_jpg.rf.42b133686992bee9bd1f402721483511.jpg,1021,1,0.0000,0.6612,0.0833,0.1667,0.5167
879_jpg.rf.29995f17c06af4278a11396ab3e50ee5.jpg,1022,1,0.0000,0.6612,0.2500,0.2500,0.5500
87_jpg.rf.a434b90667a27ab6a1ad53175d2e7dab.jpg,1023,1,0.0000,0.6290,0.0000,0.1667,0.5000
880_jpg.rf.88ee89c9a38b40f07a2b26715d9b1e6f.jpg,1024,1,0.0000,0.6612,0.3333,0.0000,0.5667
881_jpg.rf.11e7b4f3be2ad15b5ad0d9a4071a204c.jpg,1025,1,0.0000,0.6290,0.4167,0.2500,0.5833
882_jpg.rf.a437d9843eb9e831d6c562de4d6c0d9f.jpg,1026,1,0.0000,0.6612,0.5000,0.0833,0.6000
883_jpg.rf.0aa6e97bd260c8366a231528a83b66ed.jpg,1027,1,0.0000,0.6934,0.4167,0.2500,0.5833
884_jpg.rf.5e2781ed9bdbc9b5b667574d5166aaa1.jpg,1028,1,0.0000,0.6934,0.1667,0.2500,0.5333
886_jpg.rf.8ccb6813cc27a99c5d9ff7305e8d36ed.jpg,1029,1,0.0000,0.6934,0.1667,0.5833,0.5333
887_jpg.rf.a7d0cbaaa2459624271c5237c8bcc258.jpg,1030,1,0.0000,0.6934,0.1667,0.2500,0.5333
888_jpg.rf.fe01062bda99ee3817fdb1cb59a58869.jpg,1031,1,0.0000,0.6934,0.0833,0.1667,0.5167
889_jpg.rf.ccc24c74cb567c5fc4178961b77281d7.jpg,1032,1,0.0000,0.6612,0.1667,0.1667,0.5333
890_jpg.rf.f29ba1d185694b1d1d583475b6ac9a06.jpg,1033,1,0.0000,0.6934,0.0833,0.3333,0.5167
891_jpg.rf.89d256a9e7112b40961833cd846e59fd.jpg,1034,1,0.0000,0.6934,0.2500,0.3333,0.5500
892_jpg.rf.fb71147d69f88067c5921d42e4fa2650.jpg,1035,1,0.0000,0.6934,0.3333,0.2500,0.5667
894_jpg.rf.8a8c3b9148a66ca8dbd4aafbd503427f.jpg,1036,1,0.0000,0.6612,0.2500,0.0833,0.5500
895_jpg.rf.0f4047c0bb1423cb0286e800a03b62e7.jpg,1037,1,0.0000,0.6934,0.2500,0.3333,0.5500
896_jpg.rf.127afc974aff9560773672302410e855.jpg,1038,1,0.0000,0.6934,0.5000,0.2500,0.6000
897_jpg.rf.7ddc03ec14a8a842ae21af0d29a2e439.jpg,1039,1,0.0000,0.6934,0.1667,0.1667,0.5333
898_jpg.rf.ca9b22e0642e264bb0a794dc251ed703.jpg,1040,1,0.0000,0.6934,0.1667,0.2500,0.5333
899_jpg.rf.c0bfbff2876f812f1f4b5dd82d0aa766.jpg,1041,1,0.0000,0.6934,0.2500,0.1667,0.5500
89_jpg.rf.44f16e735992ba8c096239034f229645.jpg,1042,1,0.0000,0.6934,0.0000,0.0000,0.5000
8_jpg.rf.839a518376805e48f785f3f256a74a5b.jpg,1043,1,0.0000,0.5523,0.1667,0.1667,0.5333
9,1044,1,0.0000,0.6934,0.1667,0.5000,0.5333
900_jpg.rf.5ea72fac7fb197e008245f48d3554b8f.jpg,1045,1,0.0000,0.6612,0.4167,0.1667,0.5833
901_jpg.rf.9b979abae8ec03a3a4bb40332822936b.jpg,1046,1,0.0000,0.6934,0.3333,0.5000,0.5667
902_jpg.rf.244d4417c1aad35229a0091d5e82f2db.jpg,1047,1,0.0000,0.6612,0.4167,0.0833,0.5833
903_jpg.rf.6608d663e7160870bd59f768423b2d04.jpg,1048,1,0.0000,0.6934,0.1667,0.4167,0.5333
904_jpg.rf.c94712c3d2762db0edc71637727a99bb.jpg,1049,1,0.0000,0.6612,0.2500,0.4167,0.5500
906_jpg.rf.18a7a11a06bd26de108159d30556be38.jpg,1050,1,0.0000,0.6934,0.4167,0.3333,0.5833
908_jpg.rf.db3dab2df68657bab6c27f712092c888.jpg,1051,1,0.0000,0.6934,0.0833,0.3333,0.5167
909_jpg.rf.fd9fe3c0a854839692ebc494a6f1b24b.jpg,1052,1,0.0000,0.6934,0.0833,0.2500,0.5167
90_jpg.rf.01f20f46a871b478ef68f5e260c3fd98.jpg,1053,1,0.0000,0.6340,0.1818,0.0909,0.5364
910_jpg.rf.f12a5c75dbd2306b68f3d64e8f86b626.jpg,1054,1,0.0000,0.6934,0.0833,0.4167,0.5167
911_jpg.rf.94b26961facf1dab71490c3b9f33bdd4.jpg,1055,1,0.0000,0.6612,0.5000,0.2500,0.6000
912_jpg.rf.2a87a3619f36751c091cdd3438abf28c.jpg,1056,1,0.0000,0.6934,0.4167,0.2500,0.5833
913_jpg.rf.ce2c9f61776d3b1b947f3e806862d779.jpg,1057,1,0.0000,0.6934,0.2500,0.0833,0.5500
914_jpg.rf.8b378e766ea6caf46080aade65cd9f59.jpg,1058,1,0.0000,0.6612,0.2500,0.2500,0.5500
916_jpg.rf.b57c1980a1ef8f8a19c30b9ba2b7396c.jpg,1059,1,0.0000,0.6934,0.3333,0.3333,0.5667
919_jpg.rf.bf350b753b960a99b50a1c0164be3de3.jpg,1060,1,0.0000,0.6612,0.0000,0.4167,0.5000
920_jpg.rf.0add339bc66eaabc3368408d28209d3e.jpg,1061,1,0.0000,0.6934,0.4167,0.3333,0.5833
921_jpg.rf.a15f91e0a52cf3feb30eea602a3631c7.jpg,1062,1,0.0000,0.6934,0.2500,0.3333,0.5500
922_jpg.rf.0a540c848a27028401ffc2339ae308c7.jpg,1063,1,0.0000,0.6934,0.2500,0.3333,0.5500
923_jpg.rf.4dca5a64560e20b2465905e2adc7ead7.jpg,1064,1,0.0000,0.6691,0.0909,0.2727,0.5182
924_jpg.rf.1f83d20c4875eb4abbba979cd09e063f.jpg,1065,1,0.0000,0.6934,0.4167,0.5000,0.5833
925_jpg.rf.f57be3eb7a12ad17e04e893b8706fc7a.jpg,1066,1,0.0000,0.6612,0.5000,0.3333,0.6000
926_jpg.rf.bc917f4b51cfd51288c586011e20b098.jpg,1067,1,0.0000,0.6934,0.3333,0.3333,0.5667
927_jpg.rf.eb690ca7f5c07806813d6c8e826fc37c.jpg,1068,1,0.0000,0.6934,0.1667,0.3333,0.5333
928_jpg.rf.5cbe9c59fcae7d4485031bb56f16a510.jpg,1069,1,0.0000,0.6612,0.2500,0.5000,0.5500
92_jpg.rf.a9e0e3fda27a0714470e28e97dabd583.jpg,1070,1,0.0000,0.5652,0.2000,0.0000,0.5400
930_jpg.rf.bbbb36b028b6a1af3415bc14242e62fb.jpg,1071,1,0.0000,0.6612,0.5000,0.2500,0.6000
931_jpg.rf.7ac02f46febedc28401fa3f3269b63cb.jpg,1072,1,0.0000,0.6934,0.0833,0.4167,0.5167
932_jpg.rf.9035ec2ea42107fc6ef7ba052f4f5242.jpg,1073,1,0.0000,0.6612,0.2500,0.1667,0.5500
933_jpg.rf.152f5dc56c905237a45cf931865097c3.jpg,1074,1,0.0000,0.6934,0.0833,0.1667,0.5167
934_jpg.rf.f4f6202f47100b1d725797ba9871645d.jpg,1075,1,0.0000,0.6612,0.4167,0.5000,0.5833
935_jpg.rf.84cc77b1bdf071a7f1270305ff983a6c.jpg,1076,1,0.0000,0.6934,0.0000,0.2500,0.5000
937_jpg.rf.bde0f98ba90e852d59368292e85e8202.jpg,1077,1,0.0000,0.6934,0.5000,0.0833,0.6000
938_jpg.rf.c77f35ef29394b801e77f1c1f87af967.jpg,1078,1,0.0000,0.6934,0.2500,0.3333,0.5500
939_jpg.rf.0f15d830e1fcf1a0e4168a0c47b6c4a3.jpg,1079,1,0.0000,0.6934,0.0000,0.2500,0.5000
93_jpg.rf.52068370bffc849a7e82439c68237cbe.jpg,1080,1,0.0000,0.6290,0.0000,0.0000,0.5000
940_jpg.rf.22fe713a165853b37f271dfe422e1a78.jpg,1081,1,0.0000,0.6934,0.3333,0.0833,0.5667
942_jpg.rf.7352dcb9dc2b293d6b214260861f8545.jpg,1082,1,0.0000,0.6934,0.2500,0.3333,0.5500
944_jpg.rf.bdf3c048c72d025208840d969b2f1828.jpg,1083,1,0.0000,0.6934,0.0833,0.0833,0.5167
945_jpg.rf.2e6606c05af13de6b93d966c74df19e1.jpg,1084,1,0.0000,0.6934,0.1667,0.0833,0.5333
946_jpg.rf.8b99ee20b3fb07ef43b14b2ffdb6849f.jpg,1085,1,0.0000,0.6934,0.3333,0.1667,0.5667
947_jpg.rf.b520052c1732e66421b1d1a488fc48ae.jpg,1086,1,0.0000,0.6934,0.1667,0.1667,0.5333
949_jpg.rf.6b59239f39a80dd2363a4f9a9fb0bafb.jpg,1087,1,0.0000,0.6934,0.0833,0.2500,0.5167
94_jpg.rf.ec81d48e62b4adcfeaa5235bc718f7fd.jpg,1088,1,0.0000,0.5967,0.0000,0.0000,0.5000
950_jpg.rf.73e337da5c13e125988cf500ea325df5.jpg,1089,1,0.0000,0.6934,0.5833,0.2500,0.6167
951_jpg.rf.c9c47758989ffe6883d457846e11c15d.jpg,1090,1,0.0000,0.6934,0.3333,0.0833,0.5667
952_jpg.rf.739519d2dcf3b9a9fb941dfde1aec82f.jpg,1091,1,0.0000,0.6934,0.0833,0.4167,0.5167
953_jpg.rf.21707d6fa9e09536ef864206fcea3c6b.jpg,1092,1,0.0000,0.6934,0.0000,0.5000,0.5000
955_jpg.rf.8f1277fd8c7aa7075c3f64ad35fd6c70.jpg,1093,1,0.0000,0.6934,0.3333,0.1667,0.5667
956_jpg.rf.8faae1e618deba9bff7f7a0cc24fbedf.jpg,1094,1,0.0000,0.6934,0.5000,0.0833,0.6000
957_jpg.rf.394f2a26ed85dabdce95d0c3f289cdd2.jpg,1095,1,0.0000,0.6612,0.1667,0.4167,0.5333
958_jpg.rf.123be50d106f5f4c666f37408f5ea4d6.jpg,1096,1,0.0000,0.6612,0.3333,0.3333,0.5667
959_jpg.rf.b117ef9855e158a85e34e3928b2187f0.jpg,1097,1,0.0000,0.6934,0.5833,0.2500,0.6167
95_jpg.rf.8c9128f359d12151ac66008515454ad8.jpg,1098,1,0.0000,0.6612,0.0000,0.1667,0.5000
960_jpg.rf.0aab527308787ddc862b2ca0bd787b7d.jpg,1099,1,0.0000,0.6612,0.0000,0.2500,0.5000
961_jpg.rf.ecf6d2f2e7e2e7875331aaba1b0d321b.jpg,1100,1,0.0000,0.6934,0.4167,0.0000,0.5833
962_jpg.rf.00e2c971a14fcd568ebbc7023a06abfe.jpg,1101,1,0.0000,0.6934,0.1667,0.2500,0.5333
964_jpg.rf.a8103bfedb302a1daa1dfd26f69d3171.jpg,1102,1,0.0000,0.6612,0.5833,0.2500,0.6167
965_jpg.rf.7d2353cffe1aaf723b967ce3b487d922.jpg,1103,1,0.0000,0.6612,0.4167,0.2500,0.5833
967_jpg.rf.67cf53b9476c8013566cd5776c3d5ee3.jpg,1104,1,0.0000,0.6691,0.2727,0.2727,0.5545
968_jpg.rf.e1128a740f5c57809e3e351179d7e94e.jpg,1105,1,0.0000,0.6934,0.5000,0.1667,0.6000
969_jpg.rf.93ad560b4bf92586630a69f597061fcc.jpg,1106,1,0.0000,0.6934,0.1667,0.7500,0.5333
96_jpg.rf.a920fd9d3d378399f3d0f8fe2aa94efe.jpg,1107,1,0.0000,0.6934,0.0000,0.3333,0.5000
971_jpg.rf.1925fb24056f0cc0fb1dfebf6e40675a.jpg,1108,1,0.0000,0.6934,0.3333,0.1667,0.5667
972_jpg.rf.62a011975f13b88b2e4bafadd0791d1c.jpg,1109,1,0.0000,0.6691,0.1818,0.3636,0.5364
974_jpg.rf.1eb4010fb8558cf98510cd2195d2a3ba.jpg,1110,1,0.0000,0.6612,0.0833,0.5833,0.5167
975_jpg.rf.2b7da07722083796f0d1280b7be6a347.jpg,1111,1,0.0000,0.6934,0.0833,0.3333,0.5167
977_jpg.rf.2f861aaf70b99022d50e22a11a7a0373.jpg,1112,1,0.0000,0.6612,0.5000,0.1667,0.6000
978_jpg.rf.74c6e3fc44dae7a2e807e044e88c6e1e.jpg,1113,1,0.0000,0.6934,0.1667,0.4167,0.5333
97_jpg.rf.63657255811ee741076b79108c2a0517.jpg,1114,1,0.0000,0.6290,0.0000,0.0833,0.5000
982_jpg.rf.69eb6e283c08cac4e7e6d88ca1e1190d.jpg,1115,1,0.0000,0.6612,0.3333,0.5833,0.5667
983_jpg.rf.e4175f0f91f2722f8f6d6c0870376d4f.jpg,1116,1,0.0000,0.6934,0.4167,0.3333,0.5833
984_jpg.rf.25346f717db426416c874be701a16d12.jpg,1117,1,0.0000,0.6612,0.5000,0.0833,0.6000
986_jpg.rf.76fed9f16f09b8a17a528246a990d9c4.jpg,1118,1,0.0000,0.6934,0.0000,0.2500,0.5000
987_jpg.rf.61ccdf290d1ee923c72daf7b98289da8.jpg,1119,1,0.0000,0.6612,0.4167,0.2500,0.5833
988_jpg.rf.88a2708fe3642fd252e5704fd9941de0.jpg,1120,1,0.0000,0.6612,0.4167,0.5833,0.5833
989_jpg.rf.19f8a2e9851bcfebffc79f38e04909af.jpg,1121,1,0.0000,0.6612,0.5833,0.4167,0.6167
98_jpg.rf.e86652ed7f75cea6d0960eb2484801c5.jpg,1122,1,0.0000,0.6612,0.0000,0.2500,0.5000
991_jpg.rf.82c91d5199492909be74d2699d0de698.jpg,1123,1,0.0000,0.6612,0.5000,0.2500,0.6000
992_jpg.rf.f2c8680aa88b96b890a997cfb785b28b.jpg,1124,1,0.0000,0.6934,0.6667,0.1667,0.6333
993_jpg.rf.8e9714a7b5a2158f7bfea51be8961936.jpg,1125,1,0.0000,0.6612,0.2500,0.5000,0.5500
994_jpg.rf.9643c185f8bd80ab9ca78e366e68bf94.jpg,1126,1,0.0000,0.6612,0.3333,0.2500,0.5667
995_jpg.rf.864f81620240bf7ba44abcd9efe27506.jpg,1127,1,0.0000,0.6612,0.4167,0.2500,0.5833
996_jpg.rf.85588da3404e7c4a2667859de1090b38.jpg,1128,1,0.0000,0.6934,0.3333,0.3333,0.5667
997_jpg.rf.24139ddbf1b7e47dccafd9b187dbcd10.jpg,1129,1,0.0000,0.6612,0.3333,0.1667,0.5667
998_jpg.rf.fc300908a4be72d61da68013b570c0d1.jpg,1130,1,0.0000,0.6691,0.0909,0.1818,0.5182
999_jpg.rf.61be8bf9adc6f1962a7945631af1ed62.jpg,1131,1,0.0000,0.6691,0.0909,0.2727,0.5182
99_jpg.rf.f1b3f36347d68c9b60c93e2bf75da23f.jpg,1132,1,0.0000,0.6290,0.0000,0.1667,0.5000
9_jpg.rf.e1409f023083df0103d75f9a425343c5.jpg,1133,1,0.0000,0.5079,0.5000,0.0000,0.6000
100_jpg.rf.e2a93bc4aba6f82b8960ed1b0fe838b0.jpg,1134,1,0.0000,0.6612,0.0833,0.0000,0.5167
1010_jpg.rf.4c69ec66e318312f72f4f9af2e01ebc6.jpg,1135,1,0.0000,0.6934,0.3333,0.4167,0.5667
102125-4-,1136,1,0.0000,0.6934,0.6667,0.2500,0.6333
1036_jpg.rf.e026b96cd21e36e2c39ff35a7824a43c.jpg,1137,1,0.0000,0.6934,0.5833,0.4167,0.6167
1038_jpg.rf.f72baaf2faf66e2948961c22ad60fa1f.jpg,1138,1,0.0000,0.6934,0.1667,0.3333,0.5333
1044_jpg.rf.d6028553a0aa1c7d8e4c0ab93f657dea.jpg,1139,1,0.0000,0.1934,0.0000,1.0000,0.5000
1059_jpg.rf.d0f353a22ac2a4b4ab039c93fd5e2d2d.jpg,1140,1,0.0000,0.3066,0.0000,1.0000,0.5000
1066_jpg.rf.d90835ca081b1c092a38bc5ea9f1de57.jpg,1141,1,0.0000,0.3066,0.0000,1.0000,0.5000
1076_jpg.rf.49bdac8153ce7aa78f0ed2c91f939352.jpg,1142,1,0.0000,0.3066,0.0000,1.0000,0.5000
1103_jpg.rf.bb12bab2c51e208db22e2dd89b3efd53.jpg,1143,1,0.0000,0.3869,0.0000,1.0000,0.5000
1109_jpg.rf.5bb0a7469e9ea4fea2c6a053265ae091.jpg,1144,1,0.0000,0.1934,0.0000,1.0000,0.5000
1122_jpg.rf.24d84f9cb72db228e72b1adb6862befc.jpg,1145,1,0.0000,0.3066,0.0000,1.0000,0.5000
1125_jpg.rf.62df1e5be2522a694c1b0b2492a576d2.jpg,1146,1,0.0000,0.4355,0.0000,1.0000,0.5000
1135_jpg.rf.3f0ad22031e3814b5fe193c2f848c374.jpg,1147,1,0.0000,0.1934,0.0000,1.0000,0.5000
114_jpg.rf.77db267c282b6241e7cbdf0d091b6d03.jpg,1148,1,0.0000,0.6612,0.0000,0.3333,0.5000
1152_jpg.rf.c5b533485c8e1ed1ea84a215f83d8787.jpg,1149,1,0.0000,0.3066,0.0000,1.0000,0.5000
1160_jpg.rf.119d831b7a7a12dd9e6b33b961ff9be1.jpg,1150,1,0.0000,0.1934,0.0000,1.0000,0.5000
1165_jpg.rf.bc31dde72934ed17090fd75c541e2201.jpg,1151,1,0.0000,0.3869,0.0000,1.0000,0.5000
1181_jpg.rf.b0edcaaf298c83ac843928dddc483deb.jpg,1152,1,0.0000,0.4491,0.0000,1.0000,0.5000
1193_jpg.rf.fb4ad2c721180185de772814b1bc2092.jpg,1153,1,0.0000,0.6612,0.2500,0.0000,0.5500
